sex,pidate_mo,phealth,mhealth,worry,raceorig,ageworkforpay,marstat,educ,employ,age,hrswork,income,lifesat,sleep,selfesteem,worksatis,workdauth,workdemands,workcosupp,worksupsupp,workdiscrim,workineq,posworktofam,negworktofam,suppfam,strainfam,suppfriend,strainfriend,suppspouse,strainspouse,mindful,ratelife,rateday
MALE,6,GOOD,GOOD,LESS,WHITE,18-22,DIVORCED,SOME COLLEGE,RETIRED,61,NA,19000,8.75,7.5,44,9,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1,3.75,1.25,4,1.333333333,33,9,9
MALE,6,GOOD,VERY GOOD,MORE,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,53,40,76000,6.75,6,37,4,26,12,7,12,19,1.5,12,12,3.5,1.5,4,1.25,3.5,2.5,29,8,6
FEMALE,8,GOOD,GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,HIGH SCHOOL/GED,NA,73,NA,25000,7.5,6,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.25,3.75,1,NA,NA,34,7,7
MALE,6,GOOD,GOOD,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,RETIRED,67,NA,60000,8.25,8,43,9,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3.75,2,4,2,29,8,8
FEMALE,8,VERY GOOD,GOOD,MORE,WHITE,23-30,WIDOWED,NA,NA,77,NA,18000,8,7,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.75,3.5,1.75,NA,NA,41,7,7
MALE,7,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,50,50,53000,8.5,7,38,8,22,14,7,10,8,1.333333333,11,9,3.5,1.75,3.5,2,3.666666667,2.333333333,29,8,5
MALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,NA,WIDOWED,SOME K12,NA,88,NA,NA,10,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1,2.25,1,NA,NA,NA,10,10
MALE,10,GOOD,GOOD,LESS,OTHER (SPECIFY),< 18,NEVER MARRIED,SOME COLLEGE,RETIRED,66,NA,20000,8,8,36,8,NA,NA,NA,NA,NA,NA,NA,NA,3,2.25,2.25,2,3.666666667,2.666666667,9,8,7
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,OVER 30,WIDOWED,ASSOC DEGREE,RETIRED,84,NA,NA,8.25,NA,35,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1.666666667,4,2,NA,NA,NA,9,10
MALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,HIGH SCHOOL/GED,NA,87,NA,50000,8,8,35,7,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.75,3.5,1.75,NA,NA,34,8,9
MALE,7,FAIR,GOOD,LESS,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,72,NA,25000,6.5,9.5,30,0,24,9,2,NA,6,1.666666667,14,10,4,2,3.75,2,4,2.5,38,9,9
MALE,7,POOR,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,PERMANENTLY DISABLED,49,NA,0,5.875,4,31,3,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,3,2,4,1.5,36,8,8
FEMALE,9,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,RETIRED,75,NA,6000,9,8,42,8,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3.5,2,4,2.166666667,37,10,10
MALE,7,VERY GOOD,FAIR,MORE,WHITE,18-22,MARRIED,MASTER'S DEGREE,SELF-EMPLOYED,50,40,NA,5.25,7,17,8,29,16,10,NA,6,2,11,13,3.25,1,2.25,1.5,1.666666667,2.833333333,34,2,0
FEMALE,7,GOOD,EXCELLENT,LESS,WHITE,18-22,DIVORCED,BACHELOR'S DEGREE,WORKING NOW,63,40,50000,7.5,6.5,38,7,23,15,9,8,13,1.5,14,10,3.75,2.25,4,2,NA,NA,40,7,7
MALE,6,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,18-22,MARRIED,MASTER'S DEGREE,RETIRED,71,NA,28000,8.833333333,8.5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1,2.5,1.25,4,1,34,9,7
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,54,35,22000,8.375,6,25,8,22,18,7,7,19,1.833333333,7,15,3.75,2.25,3.5,2.25,3.833333333,2.5,28,9,5
MALE,7,FAIR,FAIR,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,OTHER,48,NA,22000,5.625,6,41,0,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1,2.75,1.25,4,1.833333333,31,7,8
MALE,6,FAIR,FAIR,ABOUT THE SAME,WHITE,18-22,MARRIED,ASSOC DEGREE,WORKING NOW,62,40,65000,5.25,5,22,5,15,18,6,6,17,2.666666667,12,16,2,2,1.25,3.5,3.166666667,2.833333333,35,5,5
FEMALE,2,VERY GOOD,GOOD,MORE,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,49,5,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,54,40,32000,9,7,47,8,26,10,4,11,6,1,10,6,4,1.25,4,1,4,1,36,10,10
MALE,6,EXCELLENT,VERY GOOD,LESS,OTHER (SPECIFY),< 18,MARRIED,SOME GRADUATE SCHOOL,SELF-EMPLOYED,44,30,34000,9.125,7,43,7,23,18,7,7,7,1.5,8,10,3.75,2,4,1.5,4,2.666666667,45,10,9
MALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,MARRIED,MASTER'S DEGREE,RETIRED,89,NA,50000,8.75,9,43.16666667,9,26,15,8,15,6,1.166666667,15,7,4,1.5,4,1.75,4,1.833333333,35,9,9
FEMALE,7,GOOD,VERY GOOD,MORE,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,49,40,24000,8.625,10,36,9,8,11,6,13,10,1.5,11,8,2.75,1.75,3.5,2,4,2.5,9,8,8
FEMALE,10,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,DIVORCED,ASSOC DEGREE,WORKING NOW,45,45,49000,8,8,41,10,25,14,NA,11,6,1,11,8,4,2,2.75,1.5,3.666666667,2.5,36,7,8
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,63,50,58000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,74,20,35000,8.75,7,40,8,15,9,10,15,6,1.166666667,4,4,3.5,1.75,3.5,1.75,3.666666667,2.333333333,23,9,9
MALE,12,VERY GOOD,EXCELLENT,LESS,WHITE,18-22,NEVER MARRIED,ASSOC DEGREE,WORKING NOW,50,45,56000,7.666666667,7.5,45,7,22,17,6,9,18,2.333333333,14,8,3.75,1,3,1.5,NA,NA,30,8,7
MALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,NEVER MARRIED,BACHELOR'S DEGREE,RETIRED,62,NA,125000,6.5,7.5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,1.75,3,2.25,NA,NA,24,6,7
FEMALE,8,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,NEVER MARRIED,BACHELOR'S DEGREE,WORKING NOW,63,12,55000,8.333333333,7,41,9,14,11,5,5,9,1.5,6,4,4,1.75,4,2.25,NA,NA,37,9,8
FEMALE,6,GOOD,GOOD,LESS,WHITE,< 18,NEVER MARRIED,BACHELOR'S DEGREE,RETIRED,69,NA,38000,7.333333333,5.5,46,7,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2.75,3,2,NA,NA,36,8,9
MALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,67,NA,40000,8,8,39,5,NA,NA,NA,NA,NA,NA,NA,NA,3.25,1.5,2,2.25,4,1.5,27,9,7
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,MASTER'S DEGREE,HOMEMAKER,64,NA,NA,9.625,8,44,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5,3.75,2.5,3.666666667,2.5,34,10,10
FEMALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,NA,MARRIED,BACHELOR'S DEGREE,NA,75,NA,75000,8.125,9,47,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,3.166666667,2.666666667,45,8,9
FEMALE,6,GOOD,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,NA,57,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,FAIR,GOOD,MORE,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,59,40,38000,8.125,NA,32,8,17,14,6,12,13,1.5,12,15,3,2,3.5,1.25,4,2.166666667,29,10,10
FEMALE,6,FAIR,EXCELLENT,ABOUT THE SAME,WHITE,18-22,DIVORCED,SOME K12,RETIRED,74,NA,29000,8.333333333,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,3.5,1,NA,NA,36,8,8
FEMALE,8,GOOD,VERY GOOD,MORE,WHITE,NA,WIDOWED,BACHELOR'S DEGREE,NA,62,NA,35000,8.5,9,32,9,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,2.25,1,NA,NA,36,9,9
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,SOME K12,NA,87,NA,16000,7.75,7,39,5,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,NA,NA,28,9,9
FEMALE,6,VERY GOOD,VERY GOOD,MORE,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,51,NA,35000,8.125,8,38,8,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,3,2,3.666666667,2.166666667,36,9,7
FEMALE,6,GOOD,GOOD,MORE,WHITE,NA,MARRIED,ASSOC DEGREE,NA,84,NA,33000,7.25,10,28,8,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2.75,3.5,3,2.833333333,3.5,NA,6,5
FEMALE,7,FAIR,FAIR,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,49,25,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,8,GOOD,GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,BACHELOR'S DEGREE,NA,83,NA,NA,8.25,8,43,9,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.5,3,1,NA,NA,36,9,9
MALE,8,FAIR,GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,ASSOC DEGREE,NA,62,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,WORKING NOW,49,24,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,FAIR,GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,MASTER'S DEGREE,NA,69,NA,50000,7.833333333,7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.25,3.5,1.75,3.666666667,2,33,9,9
FEMALE,6,GOOD,GOOD,LESS,WHITE,18-22,MARRIED,SOME COLLEGE,WORKING NOW,83,24,15000,9.25,8,28,10,26,10,NA,NA,6,1,11,6,3.25,1.5,1.75,1.25,3.166666667,2.333333333,34,10,10
MALE,8,GOOD,GOOD,ABOUT THE SAME,NATIVE AMERICAN OR ALASKA NATIVE ALEUTIAN ISLANDER/ESKIMO,18-22,NEVER MARRIED,BACHELOR'S DEGREE,WORKING NOW,46,55,84000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,OTHER (SPECIFY),< 18,MARRIED,DOCTORAL OR PROF DEGREE,HOMEMAKER,44,NA,0,8.625,10,34,10,NA,NA,NA,NA,NA,NA,NA,NA,1.75,2.75,4,2,2.833333333,3.166666667,27,8,6
FEMALE,8,GOOD,GOOD,MORE,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,HOMEMAKER,75,NA,9000,4,7,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2.25,2.5,3.5,39,3,5
FEMALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,58,40,55000,7.625,7,38,4,15,19,8,7,8,1.833333333,13,14,4,1.5,3.5,1.5,4,1.833333333,43,9,8
MALE,11,FAIR,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME COLLEGE,RETIRED,70,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,54,40,50000,7.875,6,43,8,26,18,7,6,14,2,8,9,3.25,2,3.25,1.75,3.5,2,37,7,7
FEMALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,MASTER'S DEGREE,WORKING NOW,52,40,80000,7,8.5,39,7,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2.5,3.5,2.75,2.833333333,2.666666667,35,8,8
FEMALE,6,FAIR,FAIR,ABOUT THE SAME,OTHER (SPECIFY),NA,MARRIED,HIGH SCHOOL/GED,NA,84,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,10,FAIR,FAIR,ABOUT THE SAME,WHITE,18-22,MARRIED,ASSOC DEGREE,WORKING NOW,51,48,38000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,MARRIED,ASSOC DEGREE,SELF-EMPLOYED,49,70,47000,9.5,8,46,8,29,19,4,NA,NA,1,14,10,3.75,2,3.5,2,4,1.833333333,28,10,8
MALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,55,50,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,3,VERY GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,MASTER'S DEGREE,SELF-EMPLOYED,52,40,145000,8.25,8,35,8,26,13,7,NA,6,1.333333333,12,11,3.5,1.75,2.75,1.25,3.833333333,2,35,9,9
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,NA,< 18,DIVORCED,SOME COLLEGE,NA,66,NA,7000,7.75,3,29,6,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3,3,2,NA,NA,39,8,8
MALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,61,40,102000,8.25,7,45,9,23,16,6,9,10,1.5,9,10,2,2,3.75,1.5,3.333333333,1.833333333,32,9,9
FEMALE,6,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,SELF-EMPLOYED,55,30,25000,8.375,7,38,8,29,11,NA,NA,6,1,14,8,4,1.5,4,1.5,4,1.833333333,27,8,5
MALE,6,VERY GOOD,VERY GOOD,MORE,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,68,15,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,VERY GOOD,GOOD,MORE,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,64,41,36000,8,8,25,8,20,16,5,10,7,1.5,9,11,2.25,2.25,3.25,1.75,4,1.333333333,34,8,9
MALE,7,VERY GOOD,EXCELLENT,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,62,20,10000,8.125,6,45,6,16,8,9,15,11,1.5,8,7,3.75,1.25,3,2.5,4,1.833333333,39,9,8
MALE,4,EXCELLENT,VERY GOOD,LESS,WHITE,< 18,MARRIED,BACHELOR'S DEGREE,WORKING NOW,45,60,120000,7.375,7,41,5,20,18,6,11,15,1.5,11,12,3.5,1.75,2.25,1.75,4,1.833333333,27,8,7
FEMALE,7,FAIR,GOOD,LESS,NATIVE AMERICAN OR ALASKA NATIVE ALEUTIAN ISLANDER/ESKIMO,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,56,24,38000,6.5,7,41,6,17,16,5,7,8,1.166666667,9,11,3.25,1.75,3.75,2,3,2.666666667,42,7,6
MALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,RETIRED,67,NA,65000,9.5,8,48,10,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3.5,1,4,1.166666667,32,10,10
MALE,6,GOOD,FAIR,MORE,WHITE,< 18,MARRIED,SOME COLLEGE,WORKING NOW,58,50,45000,5.5,6,34,5,24,12,6,14,6,2.333333333,8,16,3.75,3,3.75,1.75,3.833333333,1.5,31,5,7
MALE,7,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,SELF-EMPLOYED,75,4,30000,7,6,33,8,28,13,NA,NA,6,1.833333333,13,9,3.75,1,2.5,1.75,3.166666667,2.333333333,36,6,7
MALE,7,VERY GOOD,VERY GOOD,LESS,WHITE,< 18,MARRIED,DOCTORAL OR PROF DEGREE,SELF-EMPLOYED,50,60,108000,8.5,7.5,42,8,23,16,7,NA,6,1,12,11,3.75,1.75,3.75,1.75,4,1.833333333,42,9,8
MALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,23-30,MARRIED,MASTER'S DEGREE,WORKING NOW,47,40,63000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,VERY GOOD,VERY GOOD,LESS,WHITE,NA,MARRIED,SOME COLLEGE,NA,75,NA,40000,8.333333333,8.5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.75,3.25,1.75,3.666666667,2.166666667,37,9,9
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,< 18,DIVORCED,BACHELOR'S DEGREE,WORKING NOW,46,40,32000,6.375,4.5,32,6,NA,NA,NA,NA,NA,NA,NA,NA,3.75,2.75,4,2.75,4,1,36,7,8
FEMALE,8,FAIR,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,HIGH SCHOOL/GED,WORKING NOW,57,40,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,6,FAIR,GOOD,LESS,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,60,20,62000,5.625,9,37,7,22,21,5,6,20,1.166666667,12,12,3.25,3,4,2,1.5,3.666666667,39,4,7
FEMALE,11,VERY GOOD,GOOD,MORE,WHITE,< 18,MARRIED,MASTER'S DEGREE,WORKING NOW,58,40,78000,7,7,34,4,26,16,6,9,21,1,14,13,3.5,2.5,3.5,2,3.333333333,2.5,45,8,7
MALE,3,VERY GOOD,GOOD,MORE,WHITE,NA,SEPARATED,HIGH SCHOOL/GED,NA,60,NA,2400,5.666666667,8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3,1.75,2.75,NA,NA,35,5,5
FEMALE,7,VERY GOOD,EXCELLENT,LESS,OTHER (SPECIFY),< 18,NEVER MARRIED,MASTER'S DEGREE,RETIRED,55,NA,28000,8.666666667,8,41,10,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2,3.25,1,NA,NA,27,8,5
MALE,2,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,RETIRED,59,NA,35000,7.375,8,32,6,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2.25,2.75,2,3.666666667,2.166666667,27,8,8
MALE,7,POOR,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,SOME COLLEGE,NA,54,NA,120000,4.75,5,41,3,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.5,2.5,1.75,3.333333333,2.666666667,28,7,7
FEMALE,8,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,WIDOWED,HIGH SCHOOL/GED,NA,86,NA,18000,8,8,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,NA,NA,35,10,10
FEMALE,7,GOOD,GOOD,LESS,WHITE,< 18,DIVORCED,HIGH SCHOOL/GED,WORKING NOW,75,7,25000,8,7,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.5,4,1.5,NA,NA,NA,7,9
FEMALE,7,VERY GOOD,EXCELLENT,LESS,OTHER (SPECIFY),< 18,MARRIED,SOME COLLEGE,SELF-EMPLOYED,67,30,35000,6.875,8,44,5,28,10,7,10,6,1,8,9,2.75,3,3,1.75,3.333333333,2.833333333,36,8,8
FEMALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,SOME COLLEGE,NA,72,NA,27000,8.25,8,34,8,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,3.5,2.25,3.666666667,2.5,36,8,9
MALE,6,FAIR,GOOD,ABOUT THE SAME,WHITE,NA,MARRIED,BACHELOR'S DEGREE,NA,86,NA,25000,8.25,7.5,43,10,NA,NA,NA,NA,NA,NA,NA,NA,3.25,1.25,2.5,1.5,3.833333333,1.333333333,27,9,10
FEMALE,7,FAIR,GOOD,LESS,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,69,NA,70000,8,7,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.25,3.5,1.5,3.5,2.333333333,32,9,7
MALE,7,GOOD,GOOD,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,LOOKING FOR WORK/UNEMPLOYED,56,NA,8000,7.625,7,35,8,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2,2.25,1.75,4,2.5,9,7,7
MALE,7,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,23-30,MARRIED,DOCTORAL OR PROF DEGREE,SELF-EMPLOYED,66,50,5.00E+05,9.75,8,49,10,30,11,10,NA,6,1,12,10,4,1,4,1,4,2,36,9,8
FEMALE,8,VERY GOOD,VERY GOOD,LESS,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,53,27,22000,8.5,7,41,7,24,11,8,10,6,2.333333333,8,8,4,2.5,3.5,1.75,4,1.5,32,10,8
FEMALE,6,GOOD,GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,BACHELOR'S DEGREE,WORKING NOW,52,42,47000,7.5,6,30,8,23,14,7,12,12,1.5,11,11,3.25,2.25,3.5,2,2.5,3.333333333,36,6,5
MALE,6,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,DOCTORAL OR PROF DEGREE,SELF-EMPLOYED,64,44,129000,8.25,6.5,48,8,24,16,6,9,6,1.166666667,14,9,3.5,1.25,3.5,1,3.833333333,1.5,28,8,8
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,MARRIED,MASTER'S DEGREE,WORKING NOW,63,50,30000,8.625,8,43,7,26,12,6,12,10,1.833333333,12,11,3.25,1.25,4,1.25,4,1.5,32,9,8
MALE,6,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,NA,WIDOWED,BACHELOR'S DEGREE,NA,73,NA,55000,9,6,43,10,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.25,3.75,1.25,NA,NA,35,8,7
FEMALE,7,POOR,GOOD,MORE,WHITE,< 18,NEVER MARRIED,SOME K12,PERMANENTLY DISABLED,54,NA,18800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,7,FAIR,VERY GOOD,ABOUT THE SAME,WHITE,18-22,MARRIED,HIGH SCHOOL/GED,WORKING NOW,65,50,42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALE,6,VERY GOOD,EXCELLENT,ABOUT THE SAME,OTHER (SPECIFY),< 18,MARRIED,DOCTORAL OR PROF DEGREE,RETIRED,83,NA,5.00E+05,8.625,10,44,8,NA,NA,NA,NA,NA,NA,NA,NA,3.75,1.5,3.25,2,3.833333333,1.666666667,9,9,8
FEMALE,7,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,NA,MARRIED,HIGH SCHOOL/GED,NA,65,NA,35000,9,8.5,46,10,NA,NA,NA,NA,NA,NA,NA,NA,4,2.75,3.75,2.25,3.833333333,2.5,34,8,8
MALE,7,FAIR,VERY GOOD,ABOUT THE SAME,WHITE,23-30,MARRIED,DOCTORAL OR PROF DEGREE,WORKING NOW,54,45,145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,8,POOR,GOOD,ABOUT THE SAME,WHITE,< 18,DIVORCED,SOME COLLEGE,PERMANENTLY DISABLED,74,NA,0,7.5,7,43,8,NA,NA,NA,NA,NA,NA,NA,NA,4,1.25,4,1.25,NA,NA,42,7,8
MALE,7,EXCELLENT,EXCELLENT,ABOUT THE SAME,WHITE,< 18,MARRIED,ASSOC DEGREE,RETIRED,72,NA,70000,8.25,6,39,8,NA,NA,NA,NA,NA,NA,NA,NA,3.25,2,2,2,4,2.166666667,34,8,10
FEMALE,7,EXCELLENT,EXCELLENT,LESS,WHITE,18-22,NEVER MARRIED,BACHELOR'S DEGREE,RETIRED,61,NA,0,8.666666667,9,31,8,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.75,3.25,1.25,NA,NA,9,9,9
FEMALE,7,VERY GOOD,VERY GOOD,MORE,WHITE,< 18,MARRIED,ASSOC DEGREE,WORKING NOW,48,45,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FEMALE,7,VERY GOOD,VERY GOOD,ABOUT THE SAME,OTHER (SPECIFY),18-22,MARRIED,HIGH SCHOOL/GED,WORKING NOW,66,36,25000,7.375,7,45,6,20,13,8,12,8,1.333333333,12,10,3.75,2.5,3.5,2.25,2.666666667,2.666666667,35,8,8
FEMALE,6,FAIR,GOOD,ABOUT THE SAME,WHITE,< 18,MARRIED,SOME K12,HOMEMAKER,59,NA,25,6.75,4,24,5,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.75,2.25,3,4,2.5,30,8,7
